Assay,Taxon,Name,Amp
CMCP_5,Cyprinion macrostomum,ON921360.1_UNVERIFIED:_Cyprinion_macrostomum_isolate_H8_mitochondrion_sequence,0.375
CMCP_5,Spinibarbus caldwelli,NC_022149.1_Spinibarbus_caldwelli_mitochondrion_complete_genome,0.358
CMCP_5,Spinibarbus denticulatus,NC_021616.1_Spinibarbus_denticulatus_mitochondrion_complete_genome,0.358
CMCP_5,Striuntius lineatus,KP712213.1_Striuntius_lineatus_isolate_CBM-ZF-13861_cytochrome_b_gene_complete_cds_mitochondrial,0.33
CMCP_5,Acrossocheilus yunnanensis,KR062067.1_UNVERIFIED:_Acrossocheilus_yunnanensis_mitochondrion_sequence,0.305
CMCP_5,Telestes pleurobipunctatus,MK585407.1_Telestes_pleurobipunctatus_haplotype_ALF3_cytochrome_b_(Cytb)_gene_partial_cds_mitochondrial,0.289
CMCP_5,Xenocypris fangi,NC_056130.1_Xenocypris_fangi_mitochondrion_complete_genome,0.28
CMCP_5,Tor malabaricus,NC_036383.1_Tor_malabaricus_mitochondrion_complete_genome,0.277
CMCP_5,Telestes miloradi,MG372657.1_Telestes_miloradi_haplotype_MIL1_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.255
CMCP_5,Tor sinensis,NC_022702.1_Tor_sinensis_mitochondrion_complete_genome,0.249
CMCP_5,Carassius gibelio,KX601123.1_UNVERIFIED:_Carassius_gibelio_isolate_S2GE_cytochrome_b-like_(cytb)_gene_partial_sequence_mitochondrial,0.247
CMCP_5,Squalidus multimaculatus,NC_029387.1_Squalidus_multimaculatus_mitochondrion_complete_genome,0.246
CMCP_5,Telestes beoticus,AF090770.1_Telestes_beoticus_cytochrome_b_(cyt_b)_gene_partial_cds_mitochondrial_gene_for_mitochondrial_product,0.245
CMCP_5,Vimba mirabilis,OQ798022.1_Vimba_mirabilis_isolate_VIMI1_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.238
CMCP_5,Spinibarbus sinensis,NC_022465.1_Spinibarbus_sinensis_mitochondrion_complete_genome,0.237
CMCP_5,Spinibarbus hollandi,NC_026129.1_Spinibarbus_hollandi_mitochondrion_complete_genome,0.235
CMCP_5,Tincatinca,JN244028.1_UNVERIFIED:_Tinca_tinca_haplotype_14_cytochrome_b-like_gene_partial_sequence_mitochondrial,0.232
CMCP_5,Vimba vimba,JN244022.1_UNVERIFIED:_Vimba_vimba_persa_haplotype_7_cytochrome_b-like_gene_partial_sequence_mitochondrial,0.232
CMCP_5,Garra lorestanensis,MN340088.1_UNVERIFIED:_Garra_lorestanensis_isolate_SG210_Cytochrome_b-like_(Cytb)_gene_partial_sequence_mitochondrial,0.231
CMCP_5,Squalius moreoticus,KY070380.1_Squalius_moreoticus_voucher_MNCN:1858G_cytochrome_b_(CYB)_gene_partial_cds_mitochondrial,0.231
CMCP_5,Squalius peloponensis,OP728017.1_Squalius_peloponensis_isolate_SQPE10_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.231
CMCP_5,Squalius squalus,OP728022.1_Squalius_squalus_isolate_SQSQ15_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.231
CMCP_5,Squalius cii,OQ798021.1_Squalius_cii_isolate_SQPU16_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.231
CMCP_5,Squalius lepidus,NC_031629.1_Squalius_lepidus_mitochondrial_DNA_complete_genome,0.23
CMCP_5,Blicca bjoerkna,JN208157.1_UNVERIFIED:_Blicca_bjoerkna_transcaucasica_cytochrome_b-like_(cytb)_gene_partial_sequence_mitochondrial,0.23
CMCP_5,Squalius tenellus,OP728014.1_Squalius_tenellus_isolate_SQTE9_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.228
CMCP_5,Telestes turskyi,HM560209.1_Telestes_turskyi_voucher_MNCN_BOS644B_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.228
CMCP_5,Squalidus atromaculatus,AY952333.1_Squalidus_atromaculatus_WL*0243a_cytochrome_b_(cytb)_gene_complete_cds_mitochondrial,0.227
CMCP_5,Tor yingjiangensis,KJ994712.1_Tor_yingjiangensis_isolate_KIZCXY2006057_cytochrome_b_(Cytb)_gene_partial_cds_mitochondrial,0.227
CMCP_5,Systomus asoka,MT732688.1_Systomus_asoka_voucher_DZ3399_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.224
CMCP_5,Squalius laietanus,MT008486.1_Squalius_laietanus_voucher_MNCN:AT23107_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.222
CMCP_5,Tanakia lanceolata,KY649057.1_UNVERIFIED:_Tanakia_lanceolata_isolate_TLN_h56N_cytb_gene_partial_sequence_mitochondrial,0.22
CMCP_5,Telestes dabar,MK810186.1_Telestes_dabar_voucher_R70_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.219
CMCP_5,Telestes metohiensis,OQ127503.1_Telestes_metohiensis_voucher_R103_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.219
CMCP_5,Vimba elongata,AY026405.1_Vimba_elongata_cytochrome_b_gene_partial_cds_mitochondrial_gene_for_mitochondrial_product,0.218
CMCP_5,Tor khudree,NC_027617.1_Tor_khudree_voucher_CIFEFGBTk-001_mitochondrion_complete_genome,0.217
CMCP_5,Tor duronensis,DQ464986.1_Tor_duronensis_voucher_CPN_0030_cytochrome_b_gene_partial_cds_mitochondrial,0.217
CMCP_5,Vimba melanops,NC_031539.1_Vimba_melanops_mitochondrial_DNA_complete_genome,0.216
CMCP_5,Vimba vimba,OQ798023.1_Vimba_vimba_isolate_VIVI10_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.216
CMCP_5,Systomus orphoides,NC_031527.1_Systomus_orphoides_mitochondrial_DNA_complete_genome,0.209
CMCP_5,Triploid Megalobrama,NC_013995.1_Triploid_Megalobrama_amblycephala_x_Xenocypris_davidi_mitochondrion_complete_genome,0.209
CMCP_5,Alburnus chalcoides,JN244026.1_UNVERIFIED:_Alburnus_chalcoides_haplotype_11_cytochrome_b-like_gene_partial_sequence_mitochondrial,0.209
CMCP_5,Scardinius erythrophthalmus,JN208154.1_UNVERIFIED:_Scardinius_erythrophthalmus_cytochrome_b-like_(cytb)_gene_partial_sequence_mitochondrial,0.209
CMCP_5,Squalius cephalus,NC_031540.1_Squalius_cephalus_mitochondrial_DNA_complete_genome,0.207
CMCP_5,Squalius prespensis,OP728019.1_Squalius_prespensis_isolate_SQPR10S_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.207
CMCP_5,Squalius orpheus,OP728024.1_Squalius_orpheus_isolate_SQOR15_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.207
CMCP_5,Abramis brama,JN244027.1_UNVERIFIED:_Abramis_brama_orientalis_haplotype_12_cytochrome_b-like_gene_partial_sequence_mitochondrial,0.205
CMCP_5,Squalius svallize,OQ127496.1_Squalius_svallize_voucher_R215_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.205
CMCP_5,Squalius zrmanjae,MN166118.1_Squalius_zrmanjae_haplotype_ZRM1_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.205
CMCP_5,Varicorhinus sandersi,JX097075.1_Varicorhinus_sandersi_cytochrome_b_(CYTB)_gene_partial_cds_mitochondrial,0.203
CMCP_5,Varicorhinus mariae,AF180863.1_Varicorhinus_mariae_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial_gene_for_mitochondrial_product,0.203
CMCP_5,Varicorhinus steindachneri,AF180865.1_Varicorhinus_steindachneri_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial_gene_for_mitochondrial_product,0.203
CMCP_5,Squalius lucumonis,OP728013.1_Squalius_lucumonis_isolate_SQLU7_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.2
CMCP_5,Squalius microlepis,MN166106.1_Squalius_microlepis_haplotype_MIC3_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.2
CMCP_5,Trigonopoma gracile,NC_063898.1_Trigonopoma_gracile_voucher_BIF7668_mitochondrion_complete_genome,0.198
CMCP_5,Acheilognathus signifer,MG800786.1_UNVERIFIED:_Acheilognathus_signifer_mitochondrion_sequence,0.198
CMCP_5,REMOVE,OM240576.1_UNVERIFIED:_Homodiploid_Cyprinus_carpio_x_Megalobrama_amblycephala_F5_isolate_2nNCRC-F5-3_cytochrome_b-like_gene_par,0.196
CMCP_5,Tor hemispinus,KJ994676.1_Tor_hemispinus_isolate_KIZ07381_cytochrome_b_(Cytb)_gene_partial_cds_mitochondrial,0.196
CMCP_5,Squalius aradensis,OP728006.1_Squalius_aradensis_isolate_SQAR2_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.196
CMCP_5,Tor tambra,NC_036511.1_Tor_tambra_mitochondrion_complete_genome,0.194
CMCP_5,Squalius platyceps,OP728020.1_Squalius_platyceps_isolate_SQPL9_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.194
CMCP_5,Squalius fellowesii,OP728023.1_Squalius_fellowesii_isolate_SQFE5_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.194
CMCP_5,Squalius agdamicus,OQ798019.1_Squalius_agdamicus_isolate_SQAG1_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.194
CMCP_5,Squalius vardarensis,MK482045.1_Squalius_vardarensis_isolate_SQVA9_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.194
CMCP_5,Tampichthys ipni,NC_031564.1_Tampichthys_ipni_mitochondrial_DNA_complete_genome,0.193
CMCP_5,Varicorhinus nelspruitensis,AF180866.1_Varicorhinus_nelspruitensis_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial_gene_for_mitochondrial_product,0.193
CMCP_5,Squalius carolitertii,OP728009.1_Squalius_carolitertii_isolate_SQCA5_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.192
CMCP_5,Tropidophoxinellus spartiaticus,AF090777.1_Tropidophoxinellus_spartiaticus_cytochrome_b_(cyt_b)_gene_partial_cds_mitochondrial_gene_for_mitochondrial_product,0.191
CMCP_5,Squalius berak,OQ797999.1_Squalius_berak_isolate_SQBE1_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.191
CMCP_5,Tor qiaojiensis,NC_066814.1_Tor_qiaojiensis_mitochondrion_complete_genome,0.187
CMCP_5,Tanakia lanceolata,NC_024566.1_Tanakia_lanceolata_mitochondrion_complete_genome,0.187
CMCP_5,Varicorhinus beso,JQ716390.1_UNVERIFIED:_Varicorhinus_beso_isolate_TN79_cytochrome_b-like_(cytb)_gene_complete_sequence_mitochondrial,0.187
CMCP_5,Varicorhinus beso,AF180862.1_Varicorhinus_beso_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial_gene_for_mitochondrial_product,0.187
CMCP_5,Yuriria amatlana,MW799172.1_Yuriria_amatlana_isolate_45596Yamatlana_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.186
CMCP_5,Yuriria chapalae,KC778804.1_Yuriria_chapalae_cytocrome_b_(cytb)_gene_partial_cds_mitochondrial,0.186
CMCP_5,Telestes muticellus,MK482049.1_Telestes_muticellus_isolate_H203_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.185
CMCP_5,Telestes montenegrinus,MG806718.1_Telestes_montenegrinus_isolate_Zet2_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.185
CMCP_5,Tropidophoxinellus hellenicus,MG806724.1_Tropidophoxinellus_hellenicus_isolate_F1528_cytochrome_b_(cytb)_gene_partial_cds_mitochondrial,0.185
CMCP_5,REMOVE,MK726307.1_UNVERIFIED:_Cyprinus_carpio_haematopterus_x_Megalobrama_amblycephala_mitochondrion_sequence,0.182
CMCP_5,Rhodeus sinensis,KP412540.1_UNVERIFIED:_Rhodeus_sinensis_mitochondrion_sequence,0.182
